<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBRF;1;20260818;124000;27954;27963;27928;27937;732
SBRF;1;20260818;124100;27936;27961;27930;27942;604
SBRF;1;20260818;124200;27941;27954;27938;27939;155
SBRF;1;20260818;124300;27938;27955;27938;27952;385
SBRF;1;20260818;124400;27950;27967;27950;27967;366
SBRF;1;20260818;124500;27967;27980;27956;27961;594
SBRF;1;20260818;124600;27961;27965;27950;27952;218
SBRF;1;20260818;124700;27952;27968;27947;27964;438
SBRF;1;20260818;124800;27966;27967;27942;27953;138
SBRF;1;20260818;124900;27952;27958;27946;27955;81
SBRF;1;20260818;125000;27953;27958;27949;27952;107
SBRF;1;20260818;125100;27952;27957;27934;27935;164
SBRF;1;20260818;125200;27935;27935;27912;27928;677
SBRF;1;20260818;125300;27928;27934;27880;27895;514
SBRF;1;20260818;125400;27895;27916;27894;27905;182
SBRF;1;20260818;125500;27906;27918;27902;27912;132
SBRF;1;20260818;125600;27904;27917;27904;27910;96
SBRF;1;20260818;125700;27915;27924;27910;27911;47
SBRF;1;20260818;125800;27916;27916;27898;27916;194
SBRF;1;20260818;125900;27917;27917;27887;27887;163
SBRF;1;20260818;130000;27887;27895;27811;27811;1960
SBRF;1;20260818;130100;27812;27851;27812;27843;342
SBRF;1;20260818;130200;27842;27842;27823;27826;163
SBRF;1;20260818;130300;27826;27846;27822;27846;81
SBRF;1;20260818;130400;27845;27855;27845;27854;174
SBRF;1;20260818;130500;27855;27881;27855;27866;569
SBRF;1;20260818;130600;27861;27875;27861;27870;79
SBRF;1;20260818;130700;27870;27893;27869;27892;126
SBRF;1;20260818;130800;27885;27885;27871;27880;117
SBRF;1;20260818;130900;27878;27878;27856;27856;65
SBRF;1;20260818;131000;27856;27862;27851;27851;45
SBRF;1;20260818;131100;27853;27853;27840;27840;48
SBRF;1;20260818;131200;27837;27838;27824;27827;191
SBRF;1;20260818;131300;27836;27846;27836;27846;65
SBRF;1;20260818;131400;27850;27864;27848;27851;138
SBRF;1;20260818;131500;27850;27854;27849;27849;138
SBRF;1;20260818;131600;27845;27875;27845;27875;89
SBRF;1;20260818;131700;27880;27889;27867;27870;81
SBRF;1;20260818;131800;27872;27875;27864;27864;33
SBRF;1;20260818;131900;27866;27866;27866;27866;11
SBRF;1;20260818;132000;27889;27894;27881;27886;219
SBRF;1;20260818;132100;27890;27892;27886;27886;13
SBRF;1;20260818;132200;27886;27889;27875;27875;27
SBRF;1;20260818;132300;27875;27881;27871;27871;11
SBRF;1;20260818;132400;27877;27879;27871;27872;29
SBRF;1;20260818;132500;27871;27876;27862;27869;312
SBRF;1;20260818;132600;27876;27879;27854;27854;80
SBRF;1;20260818;132700;27853;27891;27852;27889;169
SBRF;1;20260818;132800;27890;27890;27877;27877;65
SBRF;1;20260818;132900;27877;27888;27876;27885;46
SBRF;1;20260818;133000;27884;27913;27884;27908;280
SBRF;1;20260818;133100;27904;27916;27899;27915;72
SBRF;1;20260818;133200;27917;27920;27913;27919;59
SBRF;1;20260818;133300;27918;27922;27909;27914;138
SBRF;1;20260818;133400;27909;27922;27909;27922;72
SBRF;1;20260818;133500;27922;27937;27914;27914;410
SBRF;1;20260818;133600;27915;27948;27915;27933;285
SBRF;1;20260818;133700;27938;27940;27919;27927;77
SBRF;1;20260818;133800;27926;27930;27904;27910;267
SBRF;1;20260818;133900;27921;27942;27921;27939;67
SBRF;1;20260818;134000;27939;27939;27924;27927;34
SBRF;1;20260818;134100;27925;27926;27909;27915;46
SBRF;1;20260818;134200;27915;27928;27915;27928;42
SBRF;1;20260818;134300;27929;27932;27924;27932;29
SBRF;1;20260818;134400;27932;27965;27932;27960;315
SBRF;1;20260818;134500;27963;27972;27961;27972;319
SBRF;1;20260818;134600;27971;27973;27953;27956;266
SBRF;1;20260818;134700;27959;27965;27959;27962;109
SBRF;1;20260818;134800;27960;27968;27960;27960;57
SBRF;1;20260818;134900;27960;27965;27935;27964;205
SBRF;1;20260818;135000;27964;27967;27954;27955;82
SBRF;1;20260818;135100;27957;27965;27956;27961;48
SBRF;1;20260818;135200;27961;27964;27946;27960;94
SBRF;1;20260818;135300;27962;27968;27962;27967;51
SBRF;1;20260818;135400;27967;27969;27964;27968;69
SBRF;1;20260818;135500;27968;27968;27944;27960;108
SBRF;1;20260818;135600;27959;27965;27935;27944;170
SBRF;1;20260818;135700;27944;27960;27941;27949;170
SBRF;1;20260818;135800;27949;27949;27931;27936;107
SBRF;1;20260818;135900;27937;27937;27910;27911;396
SBRF;1;20260818;140000;27911;27947;27911;27947;381
SBRF;1;20260818;140100;27947;27966;27930;27965;1143
SBRF;1;20260818;140200;27966;27968;27939;27945;331
SBRF;1;20260818;140300;27949;27965;27949;27965;57
SBRF;1;20260818;140400;27950;27953;27945;27953;35
SBRF;1;20260818;140500;27951;27980;27951;27971;638
SBRF;1;20260818;140600;27973;27978;27964;27967;143
SBRF;1;20260818;140700;27970;27980;27965;27978;164
SBRF;1;20260818;140800;27979;27980;27973;27979;315
SBRF;1;20260818;140900;27980;27997;27979;27986;527
SBRF;1;20260818;141000;27986;28077;27986;28028;3808
SBRF;1;20260818;141100;28031;28042;28027;28038;227
SBRF;1;20260818;141200;28041;28042;28022;28025;276
SBRF;1;20260818;141300;28029;28038;28017;28031;870
SBRF;1;20260818;141400;28031;28042;28003;28040;751
SBRF;1;20260818;141500;28039;28084;28039;28070;1475
SBRF;1;20260818;141600;28070;28086;28054;28066;536
SBRF;1;20260818;141700;28062;28100;28062;28098;582
SBRF;1;20260818;141800;28100;28145;28096;28135;986
SBRF;1;20260818;141900;28133;28144;28109;28131;344
SBRF;1;20260818;142000;28131;28149;28107;28109;606
SBRF;1;20260818;142100;28107;28107;28076;28084;863
SBRF;1;20260818;142200;28085;28098;28072;28076;230
SBRF;1;20260818;142300;28091;28137;28091;28137;342
SBRF;1;20260818;142400;28135;28149;28119;28134;737
SBRF;1;20260818;142500;28136;28160;28128;28141;997
SBRF;1;20260818;142600;28140;28156;28135;28142;262
SBRF;1;20260818;142700;28140;28152;28122;28125;103
SBRF;1;20260818;142800;28125;28145;28120;28122;241
SBRF;1;20260818;142900;28121;28131;28105;28130;391
SBRF;1;20260818;143000;28131;28172;28131;28161;1780
SBRF;1;20260818;143100;28161;28167;28141;28156;380
SBRF;1;20260818;143200;28158;28182;28157;28178;508
SBRF;1;20260818;143300;28176;28183;28158;28178;492
SBRF;1;20260818;143400;28183;28183;28168;28169;121
SBRF;1;20260818;143500;28167;28175;28107;28122;1187
SBRF;1;20260818;143600;28122;28132;28108;28123;499
SBRF;1;20260818;143700;28123;28144;28123;28135;185
SBRF;1;20260818;143800;28142;28159;28137;28138;148
SBRF;1;20260818;143900;28138;28156;28138;28149;151
SBRF;1;20260818;144000;28150;28156;28132;28132;154
SBRF;1;20260818;144100;28132;28145;28132;28138;138
SBRF;1;20260818;144200;28139;28145;28132;28132;86
SBRF;1;20260818;144300;28132;28136;28113;28118;154
SBRF;1;20260818;144400;28117;28118;28100;28100;161
SBRF;1;20260818;144500;28100;28101;28090;28098;296
SBRF;1;20260818;144600;28093;28093;28062;28068;377
SBRF;1;20260818;144700;28069;28074;28068;28071;140
SBRF;1;20260818;144800;28072;28072;28070;28071;62
SBRF;1;20260818;144900;28072;28072;28040;28040;361
SBRF;1;20260818;145000;28040;28051;28035;28047;334
SBRF;1;20260818;145100;28047;28065;28047;28051;277
SBRF;1;20260818;145200;28053;28053;28046;28046;61
SBRF;1;20260818;145300;28047;28067;28046;28054;276
SBRF;1;20260818;145400;28058;28062;28051;28051;96
SBRF;1;20260818;145500;28052;28055;28048;28051;188
SBRF;1;20260818;145600;28059;28059;28037;28037;162
SBRF;1;20260818;145700;28038;28038;28023;28037;269
SBRF;1;20260818;145800;28035;28060;28033;28040;122
SBRF;1;20260818;145900;28041;28066;28041;28066;232
SBRF;1;20260818;150000;28063;28084;28055;28082;366
SBRF;1;20260818;150100;28087;28101;28080;28100;138
SBRF;1;20260818;150200;28099;28100;28078;28080;102
SBRF;1;20260818;150300;28076;28090;28076;28088;36
SBRF;1;20260818;150400;28085;28115;28085;28114;104
SBRF;1;20260818;150500;28118;28130;28117;28117;171
SBRF;1;20260818;150600;28117;28124;28105;28116;100
SBRF;1;20260818;150700;28116;28118;28115;28115;33
SBRF;1;20260818;150800;28115;28116;28099;28099;103
SBRF;1;20260818;150900;28098;28109;28098;28109;63
SBRF;1;20260818;151000;28109;28119;28104;28119;62
SBRF;1;20260818;151100;28124;28124;28098;28101;137
SBRF;1;20260818;151200;28102;28112;28098;28112;129
SBRF;1;20260818;151300;28123;28124;28122;28123;58
SBRF;1;20260818;151400;28122;28122;28095;28109;119
SBRF;1;20260818;151500;28099;28119;28099;28108;63
SBRF;1;20260818;151600;28115;28118;28111;28118;10
SBRF;1;20260818;151700;28118;28134;28118;28133;89
SBRF;1;20260818;151800;28131;28198;28122;28188;1620
SBRF;1;20260818;151900;28190;28205;28175;28175;609
SBRF;1;20260818;152000;28174;28198;28169;28173;297
SBRF;1;20260818;152100;28175;28175;28143;28146;461
SBRF;1;20260818;152200;28146;28150;28138;28138;31
SBRF;1;20260818;152300;28139;28150;28132;28150;187
SBRF;1;20260818;152400;28149;28149;28133;28149;76
SBRF;1;20260818;152500;28149;28151;28149;28151;224
SBRF;1;20260818;152600;28151;28171;28143;28145;825
SBRF;1;20260818;152700;28143;28162;28111;28112;402
SBRF;1;20260818;152800;28122;28137;28111;28111;116
SBRF;1;20260818;152900;28110;28119;28110;28119;44
SBRF;1;20260818;153000;28118;28140;28118;28120;291
SBRF;1;20260818;153100;28119;28126;28112;28124;65
SBRF;1;20260818;153200;28122;28122;28107;28120;75
SBRF;1;20260818;153300;28105;28105;28091;28092;203
SBRF;1;20260818;153400;28092;28093;28059;28061;677
SBRF;1;20260818;153500;28060;28075;27992;27993;2511
SBRF;1;20260818;153600;27992;27992;27903;27941;1791
SBRF;1;20260818;153700;27941;28026;27941;28013;2076
SBRF;1;20260818;153800;28013;28013;27971;27980;426
SBRF;1;20260818;153900;27980;28013;27980;28008;108
SBRF;1;20260818;154000;28008;28013;27926;27937;463
SBRF;1;20260818;154100;27935;27974;27935;27968;225
SBRF;1;20260818;154200;27968;27968;27935;27938;216
SBRF;1;20260818;154300;27941;27941;27887;27913;1685
SBRF;1;20260818;154400;27912;27917;27905;27915;149
SBRF;1;20260818;154500;27913;27945;27912;27945;172
SBRF;1;20260818;154600;27945;27969;27922;27940;627
SBRF;1;20260818;154700;27939;27944;27931;27937;129
SBRF;1;20260818;154800;27934;27938;27898;27900;275
SBRF;1;20260818;154900;27900;27907;27898;27899;602
SBRF;1;20260818;155000;27898;27925;27898;27907;162
SBRF;1;20260818;155100;27907;27923;27907;27923;68
SBRF;1;20260818;155200;27925;27950;27925;27950;36
SBRF;1;20260818;155300;27950;27952;27932;27932;62
SBRF;1;20260818;155400;27933;27934;27926;27934;15
SBRF;1;20260818;155500;27934;27952;27931;27952;65
SBRF;1;20260818;155600;27949;27962;27949;27962;41
SBRF;1;20260818;155700;27962;27990;27962;27986;359
SBRF;1;20260818;155800;27989;27989;27940;27941;189
SBRF;1;20260818;155900;27941;27947;27932;27933;143
SBRF;1;20260818;160000;27932;27975;27932;27975;435
SBRF;1;20260818;160100;27977;27977;27935;27949;168
SBRF;1;20260818;160200;27949;27973;27949;27966;84
SBRF;1;20260818;160300;27970;27970;27943;27945;22
SBRF;1;20260818;160400;27944;27954;27921;27929;433
SBRF;1;20260818;160500;27929;27945;27927;27935;62
SBRF;1;20260818;160600;27933;27936;27917;27917;94
SBRF;1;20260818;160700;27917;27941;27916;27940;262
SBRF;1;20260818;160800;27937;27974;27937;27965;569
SBRF;1;20260818;160900;27964;27977;27962;27970;49
SBRF;1;20260818;161000;27974;27990;27959;27989;153
SBRF;1;20260818;161100;27989;28024;27963;28013;516
SBRF;1;20260818;161200;28014;28016;27979;28002;219
SBRF;1;20260818;161300;27992;28023;27985;28023;99
SBRF;1;20260818;161400;28023;28085;28023;28062;1731
SBRF;1;20260818;161500;28062;28075;28027;28041;1065
SBRF;1;20260818;161600;28043;28046;28010;28011;145
SBRF;1;20260818;161700;28016;28044;28016;28031;193
SBRF;1;20260818;161800;28032;28043;28031;28041;40
SBRF;1;20260818;161900;28039;28039;27984;27993;376
SBRF;1;20260818;162000;27991;28000;27977;28000;215
SBRF;1;20260818;162100;27996;28001;27991;28001;34
SBRF;1;20260818;162200;28001;28006;27991;27991;101
SBRF;1;20260818;162300;27991;27999;27988;27995;36
SBRF;1;20260818;162400;27995;28005;27990;28001;99
SBRF;1;20260818;162500;28004;28009;27972;27972;386
SBRF;1;20260818;162600;27972;27983;27944;27945;443
SBRF;1;20260818;162700;27944;27948;27914;27948;511
SBRF;1;20260818;162800;27948;27966;27936;27949;385
SBRF;1;20260818;162900;27949;27985;27946;27985;707
SBRF;1;20260818;163000;27986;27993;27969;27969;158
SBRF;1;20260818;163100;27969;27978;27952;27965;130
SBRF;1;20260818;163200;27981;27992;27962;27990;205
SBRF;1;20260818;163300;27977;28007;27977;27998;129
SBRF;1;20260818;163400;27998;28029;27998;28004;461
SBRF;1;20260818;163500;28008;28024;28005;28017;158
SBRF;1;20260818;163600;28021;28043;28021;28022;67
SBRF;1;20260818;163700;28021;28029;28009;28015;86
SBRF;1;20260818;163800;28014;28032;28014;28029;56
SBRF;1;20260818;163900;28029;28043;28029;28038;13
SBRF;1;20260818;164000;28036;28044;28018;28018;69
SBRF;1;20260818;164100;28016;28016;27997;27999;98
SBRF;1;20260818;164200;28001;28005;27993;28005;53
SBRF;1;20260818;164300;27992;28000;27986;27997;38
SBRF;1;20260818;164400;28000;28006;27989;27989;42
SBRF;1;20260818;164500;27994;27994;27992;27992;5
SBRF;1;20260818;164600;28002;28008;27991;27991;60
SBRF;1;20260818;164700;27991;27991;27966;27966;193
SBRF;1;20260818;164800;27966;27966;27916;27933;697
SBRF;1;20260818;164900;27923;27940;27920;27924;185
SBRF;1;20260818;165000;27920;27931;27914;27925;156
SBRF;1;20260818;165100;27923;27933;27917;27921;264
SBRF;1;20260818;165200;27920;27927;27915;27924;154
SBRF;1;20260818;165300;27925;27943;27921;27925;430
SBRF;1;20260818;165400;27928;27957;27927;27954;58
SBRF;1;20260818;165500;27955;27960;27955;27956;53
SBRF;1;20260818;165600;27957;27962;27937;27944;107
SBRF;1;20260818;165700;27942;27963;27942;27963;49
SBRF;1;20260818;165800;27969;27997;27969;27985;429
SBRF;1;20260818;165900;27974;27976;27946;27953;162
SBRF;1;20260818;170000;27954;27990;27954;27989;88
SBRF;1;20260818;170100;27990;28009;27989;28004;158
SBRF;1;20260818;170200;28005;28034;28005;28029;368
SBRF;1;20260818;170300;28028;28028;28005;28007;98
SBRF;1;20260818;170400;28004;28004;28003;28004;43
SBRF;1;20260818;170500;28012;28014;28000;28000;106
SBRF;1;20260818;170600;27990;27999;27982;27982;147
SBRF;1;20260818;170700;27981;27981;27934;27934;162
SBRF;1;20260818;170800;27937;27956;27922;27927;136
SBRF;1;20260818;170900;27925;27940;27922;27926;140
SBRF;1;20260818;171000;27928;27928;27921;27921;83
SBRF;1;20260818;171100;27920;27927;27905;27905;906
SBRF;1;20260818;171200;27903;27910;27902;27903;167
SBRF;1;20260818;171300;27903;27920;27900;27919;310
SBRF;1;20260818;171400;27919;27919;27902;27903;37
SBRF;1;20260818;171500;27903;27925;27902;27925;53
SBRF;1;20260818;171600;27923;27925;27907;27922;156
SBRF;1;20260818;171700;27922;27935;27914;27924;140
SBRF;1;20260818;171800;27921;27933;27921;27923;76
SBRF;1;20260818;171900;27931;27937;27931;27934;49
SBRF;1;20260818;172000;27932;27950;27926;27949;87
SBRF;1;20260818;172100;27938;27938;27913;27913;39
SBRF;1;20260818;172200;27915;27920;27915;27918;28
SBRF;1;20260818;172300;27917;27932;27917;27931;38
SBRF;1;20260818;172400;27924;27934;27922;27927;26
SBRF;1;20260818;172500;27934;27934;27921;27921;26
SBRF;1;20260818;172600;27919;27919;27910;27917;34
SBRF;1;20260818;172700;27915;27925;27906;27906;77
SBRF;1;20260818;172800;27907;27907;27800;27805;2484
SBRF;1;20260818;172900;27805;27829;27769;27822;1347
SBRF;1;20260818;173000;27821;27824;27810;27824;448
SBRF;1;20260818;173100;27824;27875;27824;27833;700
SBRF;1;20260818;173200;27834;27843;27825;27843;156
SBRF;1;20260818;173300;27846;27860;27834;27844;90
SBRF;1;20260818;173400;27841;27841;27813;27813;260
SBRF;1;20260818;173500;27811;27812;27800;27812;177
SBRF;1;20260818;173600;27806;27824;27805;27805;108
SBRF;1;20260818;173700;27808;27814;27808;27814;67
SBRF;1;20260818;173800;27814;27827;27811;27811;108
SBRF;1;20260818;173900;27809;27809;27780;27790;434
SBRF;1;20260818;174000;27783;27803;27783;27792;134
SBRF;1;20260818;174100;27789;27801;27781;27801;189
SBRF;1;20260818;174200;27801;27812;27786;27796;198
SBRF;1;20260818;174300;27812;27812;27805;27805;8
SBRF;1;20260818;174400;27801;27809;27801;27809;8
SBRF;1;20260818;174500;27814;27822;27792;27792;77
SBRF;1;20260818;174600;27791;27792;27783;27785;47
SBRF;1;20260818;174700;27788;27789;27785;27785;27
SBRF;1;20260818;174800;27785;27800;27785;27798;81
SBRF;1;20260818;174900;27796;27796;27791;27796;69
SBRF;1;20260818;175000;27796;27825;27796;27825;275
SBRF;1;20260818;175100;27826;27843;27826;27843;206
SBRF;1;20260818;175200;27843;27843;27824;27829;26
SBRF;1;20260818;175300;27834;27845;27834;27839;22
SBRF;1;20260818;175400;27844;27844;27820;27820;59
SBRF;1;20260818;175500;27820;27820;27810;27811;23
SBRF;1;20260818;175600;27823;27844;27823;27843;59
SBRF;1;20260818;175700;27838;27843;27833;27834;32
SBRF;1;20260818;175800;27839;27843;27838;27843;35
SBRF;1;20260818;175900;27842;27842;27841;27841;8
SBRF;1;20260818;180000;27844;27868;27844;27861;435
SBRF;1;20260818;180100;27860;27860;27845;27849;235
SBRF;1;20260818;180200;27848;27848;27839;27840;31
SBRF;1;20260818;180300;27833;27833;27825;27825;77
SBRF;1;20260818;180400;27833;27837;27830;27837;43
SBRF;1;20260818;180500;27842;27842;27835;27835;52
SBRF;1;20260818;180600;27843;27847;27843;27847;32
SBRF;1;20260818;180700;27846;27846;27836;27841;27
SBRF;1;20260818;180800;27843;27857;27843;27846;87
SBRF;1;20260818;180900;27849;27880;27836;27855;271
SBRF;1;20260818;181000;27855;27862;27855;27862;15
SBRF;1;20260818;181100;27857;27875;27857;27873;81
SBRF;1;20260818;181200;27872;27893;27856;27890;135
SBRF;1;20260818;181300;27889;27889;27870;27870;23
SBRF;1;20260818;181400;27870;27878;27870;27877;125
SBRF;1;20260818;181500;27879;27880;27851;27851;360
SBRF;1;20260818;181600;27852;27852;27842;27842;46
SBRF;1;20260818;181700;27841;27848;27830;27848;117
SBRF;1;20260818;181800;27848;27849;27833;27833;126
SBRF;1;20260818;181900;27832;27840;27827;27840;86
SBRF;1;20260818;182000;27844;27858;27844;27858;22
SBRF;1;20260818;182100;27865;27866;27856;27863;55
SBRF;1;20260818;182200;27861;27862;27851;27851;64
SBRF;1;20260818;182300;27850;27861;27849;27849;27
SBRF;1;20260818;182400;27842;27842;27841;27841;7
SBRF;1;20260818;182500;27840;27841;27840;27841;9
SBRF;1;20260818;182600;27841;27841;27830;27831;170
SBRF;1;20260818;182700;27846;27847;27846;27847;8
SBRF;1;20260818;182800;27850;27853;27850;27853;31
SBRF;1;20260818;182900;27848;27853;27848;27853;8
SBRF;1;20260818;183000;27852;27864;27852;27864;15
SBRF;1;20260818;183100;27865;27883;27865;27883;10
SBRF;1;20260818;183200;27882;27883;27875;27882;75
SBRF;1;20260818;183300;27882;27887;27882;27887;154
SBRF;1;20260818;183400;27887;27898;27887;27896;116
SBRF;1;20260818;183500;27896;27903;27888;27903;148
SBRF;1;20260818;183600;27905;27927;27905;27921;289
SBRF;1;20260818;183700;27922;27927;27909;27919;219
SBRF;1;20260818;183800;27919;27928;27908;27928;184
SBRF;1;20260818;183900;27928;27933;27925;27926;157
SBRF;1;20260818;184000;27918;27927;27918;27923;108
SBRF;1;20260818;184100;27925;27933;27925;27933;166
SBRF;1;20260818;184200;27932;27933;27914;27914;116
SBRF;1;20260818;184300;27914;27914;27901;27901;69
SBRF;1;20260818;184400;27900;27930;27900;27930;188
SBRF;1;20260818;184500;27928;27946;27928;27945;28
SBRF;1;20260818;184600;27945;27946;27936;27938;119
SBRF;1;20260818;184700;27938;27938;27928;27930;46
SBRF;1;20260818;184800;27930;27930;27929;27930;12
SBRF;1;20260818;184900;27930;27930;27927;27930;25
SBRF;1;20260818;185000;27929;27965;27928;27960;256
SBRF;1;20260818;185100;27960;27979;27960;27970;214
SBRF;1;20260818;185200;27972;27984;27972;27974;77
SBRF;1;20260818;185300;27959;27959;27958;27958;8
SBRF;1;20260818;185400;27961;27965;27961;27965;30
SBRF;1;20260818;185500;27980;28050;27980;28032;508
SBRF;1;20260818;185600;28026;28043;28007;28007;64
SBRF;1;20260818;185700;28011;28011;28006;28008;16
SBRF;1;20260818;185800;28010;28034;28008;28008;102
SBRF;1;20260818;185900;28014;28045;28004;28033;305
SBRF;1;20260818;190000;28031;28038;27980;28029;346
SBRF;1;20260818;190100;28029;28044;28029;28043;131
SBRF;1;20260818;190200;28044;28047;28040;28040;104
SBRF;1;20260818;190300;28040;28043;28040;28041;43
SBRF;1;20260818;190400;28041;28041;28040;28040;23
SBRF;1;20260818;190500;28027;28027;28017;28017;119
SBRF;1;20260818;190600;28017;28017;28010;28010;18
SBRF;1;20260818;190700;28009;28009;28002;28002;39
SBRF;1;20260818;190800;28001;28010;28001;28010;161
SBRF;1;20260818;190900;28010;28012;28010;28012;157
SBRF;1;20260818;191000;28005;28005;28000;28001;43
SBRF;1;20260818;191200;28015;28025;28015;28025;29
SBRF;1;20260818;191300;28026;28029;28007;28007;73
SBRF;1;20260818;191400;28005;28005;28004;28005;20
SBRF;1;20260818;191500;28004;28005;27998;27998;29
SBRF;1;20260818;191600;28001;28001;28001;28001;7
SBRF;1;20260818;191700;27997;27997;27997;27997;2
SBRF;1;20260818;191800;27996;27996;27983;27983;25
SBRF;1;20260818;191900;27979;27980;27979;27979;8
SBRF;1;20260818;192000;27980;27980;27980;27980;29
SBRF;1;20260818;192100;27982;27982;27982;27982;1
SBRF;1;20260818;192200;27980;27992;27980;27992;32
SBRF;1;20260818;192300;27992;28004;27992;28004;29
SBRF;1;20260818;192400;28005;28005;28005;28005;6
SBRF;1;20260818;192500;28013;28013;27997;27999;55
SBRF;1;20260818;192600;28002;28002;28002;28002;1
SBRF;1;20260818;192700;28000;28000;27997;27999;13
SBRF;1;20260818;192800;27995;27995;27986;27986;8
SBRF;1;20260818;192900;27986;27990;27986;27989;15
SBRF;1;20260818;193000;27992;27992;27992;27992;2
SBRF;1;20260818;193100;27987;27987;27987;27987;9
SBRF;1;20260818;193200;27994;27996;27994;27996;10
SBRF;1;20260818;193300;27995;27996;27994;27994;8
SBRF;1;20260818;193400;27988;27988;27983;27987;23
SBRF;1;20260818;193500;27986;27986;27986;27986;7
SBRF;1;20260818;193600;27990;27993;27982;27992;38
SBRF;1;20260818;193700;27990;28019;27989;28018;89
SBRF;1;20260818;193800;28020;28022;27992;27992;77
SBRF;1;20260818;193900;27990;27990;27954;27955;401
SBRF;1;20260818;194000;27952;27955;27921;27945;528
SBRF;1;20260818;194100;27931;27938;27929;27938;52
SBRF;1;20260818;194200;27950;27961;27944;27961;54
SBRF;1;20260818;194300;27955;27967;27954;27967;25
SBRF;1;20260818;194400;27970;27970;27963;27963;9
SBRF;1;20260818;194500;27949;27949;27928;27928;43
SBRF;1;20260818;194600;27925;27936;27915;27929;179
SBRF;1;20260818;194700;27928;27928;27927;27927;15
SBRF;1;20260818;194800;27938;27939;27938;27939;5
SBRF;1;20260818;194900;27946;27959;27946;27959;42
SBRF;1;20260818;195000;27962;27962;27960;27960;31
SBRF;1;20260818;195100;27959;27974;27959;27974;60
SBRF;1;20260818;195200;27974;27974;27973;27973;33
SBRF;1;20260818;195300;27958;27958;27955;27955;14
SBRF;1;20260818;195400;27947;27947;27943;27943;17
SBRF;1;20260818;195500;27947;27949;27946;27946;21
SBRF;1;20260818;195600;27938;27947;27938;27947;15
SBRF;1;20260818;195900;27935;27935;27928;27928;23
SBRF;1;20260818;200000;27929;27950;27929;27950;57
SBRF;1;20260818;200100;27954;27957;27954;27955;48
SBRF;1;20260818;200200;27958;27958;27953;27953;8
SBRF;1;20260818;200300;27959;27959;27959;27959;1
SBRF;1;20260818;200400;27970;27990;27970;27990;46
SBRF;1;20260818;200500;27989;27989;27981;27988;40
SBRF;1;20260818;200600;27987;27990;27987;27990;23
SBRF;1;20260818;200700;27986;27986;27983;27983;89
SBRF;1;20260818;200900;27982;27982;27982;27982;1
SBRF;1;20260818;201000;27970;27984;27970;27984;83
SBRF;1;20260818;201100;27972;27974;27968;27974;41
SBRF;1;20260818;201200;27971;27971;27969;27970;15
SBRF;1;20260818;201300;27962;27962;27954;27954;19
SBRF;1;20260818;201500;27951;27961;27951;27958;55
SBRF;1;20260818;201700;27961;27961;27959;27959;7
SBRF;1;20260818;201800;27960;27961;27960;27961;6
SBRF;1;20260818;201900;27958;27958;27958;27958;1
SBRF;1;20260818;202000;27952;27952;27952;27952;3
SBRF;1;20260818;202100;27955;27955;27955;27955;1
SBRF;1;20260818;202200;27954;27954;27954;27954;1
SBRF;1;20260818;202400;27959;27964;27952;27952;32
SBRF;1;20260818;202500;27950;27950;27950;27950;3
SBRF;1;20260818;202600;27951;27951;27951;27951;5
SBRF;1;20260818;202800;27966;27966;27966;27966;2
SBRF;1;20260818;203000;27955;27963;27951;27963;49
SBRF;1;20260818;203100;27954;27968;27954;27959;9
SBRF;1;20260818;203200;27959;27970;27955;27967;29
SBRF;1;20260818;203400;27969;27969;27969;27969;1
SBRF;1;20260818;203500;27975;27975;27973;27973;4
SBRF;1;20260818;203600;27977;27977;27977;27977;2
SBRF;1;20260818;203700;27979;27979;27971;27971;2
SBRF;1;20260818;203800;27977;27994;27977;27993;79
SBRF;1;20260818;203900;27988;27988;27970;27972;3
SBRF;1;20260818;204000;27974;27974;27968;27973;8
SBRF;1;20260818;204100;27967;27967;27965;27965;19
SBRF;1;20260818;204300;27961;27961;27961;27961;2
SBRF;1;20260818;204500;27966;27966;27966;27966;2
SBRF;1;20260818;204800;27961;27971;27961;27971;22
SBRF;1;20260818;204900;27961;27965;27961;27965;40
SBRF;1;20260818;205200;27976;27986;27976;27986;22
SBRF;1;20260818;205300;27983;27983;27983;27983;1
SBRF;1;20260818;205500;27986;27990;27986;27990;8
SBRF;1;20260818;205600;27989;27989;27989;27989;2
SBRF;1;20260818;205800;27990;28003;27990;28003;35
SBRF;1;20260818;205900;28000;28003;28000;28002;41
SBRF;1;20260818;210000;28001;28001;27997;28001;30
SBRF;1;20260818;210200;27998;27998;27993;27993;32
SBRF;1;20260818;210300;27989;27990;27989;27990;38
SBRF;1;20260818;210500;27990;27990;27980;27980;69
SBRF;1;20260818;210700;27986;27987;27986;27987;18
SBRF;1;20260818;210900;27986;27986;27986;27986;2
SBRF;1;20260818;211000;27987;28003;27987;28003;60
SBRF;1;20260818;211100;28004;28004;27992;27992;31
SBRF;1;20260818;211200;28001;28001;28001;28001;2
SBRF;1;20260818;211300;28003;28004;28003;28004;3
SBRF;1;20260818;211400;28001;28001;28001;28001;1
SBRF;1;20260818;211500;28004;28031;28004;28031;219
SBRF;1;20260818;211600;28031;28033;28030;28033;25
SBRF;1;20260818;211700;28035;28035;28034;28034;13
SBRF;1;20260818;211800;28035;28035;28032;28033;43
