<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBRF;1;20260507;154400;32543;32543;32542;32543;12
SBRF;1;20260507;154500;32535;32535;32535;32535;1
SBRF;1;20260507;154600;32537;32545;32537;32545;3
SBRF;1;20260507;154700;32545;32545;32545;32545;2
SBRF;1;20260507;154800;32550;32553;32550;32550;30
SBRF;1;20260507;155000;32542;32542;32540;32541;22
SBRF;1;20260507;155100;32541;32541;32541;32541;1
SBRF;1;20260507;155200;32541;32541;32541;32541;1
SBRF;1;20260507;155300;32542;32542;32542;32542;3
SBRF;1;20260507;155400;32543;32543;32543;32543;2
SBRF;1;20260507;155600;32546;32548;32546;32548;3
SBRF;1;20260507;155800;32543;32543;32543;32543;1
SBRF;1;20260507;155900;32538;32538;32538;32538;2
SBRF;1;20260507;160000;32537;32540;32535;32540;59
SBRF;1;20260507;160200;32543;32546;32543;32545;5
SBRF;1;20260507;160500;32545;32545;32520;32521;93
SBRF;1;20260507;160600;32520;32520;32496;32497;1056
SBRF;1;20260507;160700;32497;32505;32497;32504;38
SBRF;1;20260507;160800;32508;32521;32508;32521;68
SBRF;1;20260507;160900;32522;32526;32520;32522;101
SBRF;1;20260507;161000;32524;32524;32498;32511;161
SBRF;1;20260507;161100;32511;32522;32511;32518;23
SBRF;1;20260507;161200;32517;32518;32517;32518;7
SBRF;1;20260507;161300;32518;32518;32518;32518;9
SBRF;1;20260507;161400;32517;32517;32510;32510;14
SBRF;1;20260507;161500;32510;32511;32509;32511;25
SBRF;1;20260507;161700;32511;32511;32511;32511;2
SBRF;1;20260507;161900;32511;32511;32510;32510;35
SBRF;1;20260507;162100;32510;32510;32500;32500;111
SBRF;1;20260507;162200;32499;32504;32499;32504;19
SBRF;1;20260507;162300;32511;32512;32511;32512;10
SBRF;1;20260507;162400;32510;32517;32510;32510;17
SBRF;1;20260507;162500;32509;32509;32503;32503;20
SBRF;1;20260507;162600;32503;32504;32501;32502;36
SBRF;1;20260507;162700;32501;32502;32501;32501;24
SBRF;1;20260507;162800;32502;32502;32494;32499;113
SBRF;1;20260507;162900;32498;32502;32493;32502;44
SBRF;1;20260507;163000;32503;32504;32494;32501;51
SBRF;1;20260507;163100;32501;32511;32501;32510;53
SBRF;1;20260507;163200;32511;32511;32511;32511;1
SBRF;1;20260507;163300;32505;32505;32497;32499;141
SBRF;1;20260507;163400;32500;32500;32500;32500;21
SBRF;1;20260507;163600;32500;32501;32500;32501;52
SBRF;1;20260507;163700;32501;32502;32499;32499;38
SBRF;1;20260507;163800;32500;32502;32500;32502;37
SBRF;1;20260507;163900;32501;32505;32501;32501;99
SBRF;1;20260507;164000;32503;32504;32501;32501;23
SBRF;1;20260507;164100;32502;32502;32502;32502;5
SBRF;1;20260507;164200;32501;32508;32499;32502;131
SBRF;1;20260507;164300;32501;32501;32486;32491;264
SBRF;1;20260507;164400;32491;32492;32490;32490;13
SBRF;1;20260507;164500;32490;32490;32485;32486;51
SBRF;1;20260507;164600;32487;32506;32487;32506;492
SBRF;1;20260507;164700;32505;32506;32505;32506;6
SBRF;1;20260507;164800;32506;32506;32506;32506;3
SBRF;1;20260507;164900;32506;32509;32506;32509;49
SBRF;1;20260507;165000;32509;32512;32509;32512;90
SBRF;1;20260507;165100;32513;32518;32513;32518;26
SBRF;1;20260507;165200;32517;32517;32507;32507;83
SBRF;1;20260507;165300;32507;32507;32495;32496;25
SBRF;1;20260507;165400;32496;32496;32495;32495;19
SBRF;1;20260507;165500;32496;32509;32496;32509;9
SBRF;1;20260507;165600;32508;32509;32506;32506;16
SBRF;1;20260507;165700;32503;32503;32503;32503;12
SBRF;1;20260507;165800;32506;32506;32506;32506;6
SBRF;1;20260507;165900;32508;32508;32508;32508;3
SBRF;1;20260507;170000;32508;32508;32506;32506;23
SBRF;1;20260507;170100;32507;32507;32507;32507;1
SBRF;1;20260507;170300;32506;32512;32506;32512;13
SBRF;1;20260507;170400;32508;32508;32508;32508;1
SBRF;1;20260507;170500;32508;32514;32508;32510;14
SBRF;1;20260507;170600;32510;32510;32510;32510;1
SBRF;1;20260507;170700;32510;32510;32510;32510;3
SBRF;1;20260507;170800;32510;32510;32508;32508;4
SBRF;1;20260507;170900;32514;32514;32514;32514;1
SBRF;1;20260507;171000;32514;32514;32506;32506;20
SBRF;1;20260507;171200;32506;32506;32504;32504;9
SBRF;1;20260507;171300;32500;32500;32500;32500;1
SBRF;1;20260507;171400;32505;32505;32505;32505;1
SBRF;1;20260507;171500;32502;32504;32502;32504;10
SBRF;1;20260507;171600;32503;32503;32500;32500;6
SBRF;1;20260507;171700;32498;32498;32494;32495;39
SBRF;1;20260507;171800;32496;32497;32490;32491;80
SBRF;1;20260507;171900;32490;32496;32489;32490;64
SBRF;1;20260507;172000;32489;32490;32484;32487;110
SBRF;1;20260507;172100;32490;32492;32489;32492;24
SBRF;1;20260507;172200;32494;32494;32494;32494;10
SBRF;1;20260507;172300;32495;32497;32495;32497;30
SBRF;1;20260507;172400;32497;32501;32497;32501;26
SBRF;1;20260507;172500;32497;32498;32494;32494;12
SBRF;1;20260507;172600;32494;32500;32493;32493;19
SBRF;1;20260507;172700;32493;32496;32491;32496;4
SBRF;1;20260507;172900;32492;32492;32492;32492;12
SBRF;1;20260507;173000;32491;32491;32487;32487;16
SBRF;1;20260507;173100;32487;32498;32487;32498;13
SBRF;1;20260507;173200;32498;32501;32498;32501;13
SBRF;1;20260507;173300;32502;32508;32502;32508;11
SBRF;1;20260507;173500;32508;32508;32505;32505;37
SBRF;1;20260507;173600;32507;32510;32507;32510;7
SBRF;1;20260507;173700;32509;32509;32504;32506;70
SBRF;1;20260507;173800;32506;32511;32506;32511;18
SBRF;1;20260507;173900;32507;32511;32505;32508;69
SBRF;1;20260507;174000;32510;32512;32508;32509;21
SBRF;1;20260507;174100;32512;32514;32504;32504;78
SBRF;1;20260507;174200;32505;32507;32504;32504;9
SBRF;1;20260507;174300;32503;32505;32500;32505;23
SBRF;1;20260507;174400;32500;32500;32500;32500;4
SBRF;1;20260507;174500;32500;32512;32500;32502;70
SBRF;1;20260507;174700;32501;32501;32491;32498;89
SBRF;1;20260507;174800;32501;32503;32501;32503;12
SBRF;1;20260507;174900;32503;32509;32503;32507;31
SBRF;1;20260507;175000;32507;32509;32507;32507;13
SBRF;1;20260507;175100;32501;32501;32501;32501;1
SBRF;1;20260507;175200;32504;32504;32504;32504;5
SBRF;1;20260507;175300;32505;32508;32505;32508;4
SBRF;1;20260507;175500;32509;32539;32509;32524;387
SBRF;1;20260507;175600;32525;32525;32525;32525;10
SBRF;1;20260507;175700;32522;32522;32518;32518;18
SBRF;1;20260507;175800;32514;32514;32513;32513;2
SBRF;1;20260507;180000;32513;32523;32512;32523;45
SBRF;1;20260507;180100;32522;32522;32517;32517;14
SBRF;1;20260507;180200;32518;32534;32516;32516;106
SBRF;1;20260507;180300;32516;32520;32516;32520;13
SBRF;1;20260507;180400;32522;32529;32522;32529;40
SBRF;1;20260507;180500;32529;32529;32528;32529;12
SBRF;1;20260507;180600;32529;32529;32522;32522;20
SBRF;1;20260507;180700;32517;32522;32516;32522;39
SBRF;1;20260507;180800;32522;32522;32522;32522;1
SBRF;1;20260507;180900;32523;32523;32516;32520;42
SBRF;1;20260507;181000;32520;32525;32520;32524;24
SBRF;1;20260507;181100;32526;32527;32524;32527;23
SBRF;1;20260507;181200;32526;32536;32525;32532;120
SBRF;1;20260507;181300;32523;32537;32518;32530;81
SBRF;1;20260507;181400;32524;32526;32522;32522;22
SBRF;1;20260507;181500;32520;32520;32518;32518;19
SBRF;1;20260507;181600;32516;32516;32516;32516;2
SBRF;1;20260507;181700;32515;32515;32507;32507;52
SBRF;1;20260507;181800;32505;32505;32501;32501;6
SBRF;1;20260507;181900;32502;32502;32502;32502;1
SBRF;1;20260507;182000;32501;32502;32496;32499;102
SBRF;1;20260507;182100;32499;32500;32499;32499;29
SBRF;1;20260507;182200;32500;32522;32500;32522;50
SBRF;1;20260507;182300;32522;32522;32522;32522;18
SBRF;1;20260507;182400;32518;32519;32518;32518;9
SBRF;1;20260507;182500;32518;32519;32518;32519;19
SBRF;1;20260507;182600;32520;32526;32520;32526;28
SBRF;1;20260507;182700;32526;32535;32526;32532;33
SBRF;1;20260507;182800;32532;32532;32496;32496;101
SBRF;1;20260507;182900;32499;32500;32499;32500;10
SBRF;1;20260507;183000;32500;32500;32498;32499;18
SBRF;1;20260507;183100;32499;32499;32499;32499;3
SBRF;1;20260507;183200;32499;32499;32499;32499;1
SBRF;1;20260507;183300;32498;32499;32492;32492;113
SBRF;1;20260507;183400;32494;32497;32487;32497;155
SBRF;1;20260507;183500;32497;32497;32489;32495;13
SBRF;1;20260507;183600;32495;32495;32495;32495;1
SBRF;1;20260507;183700;32494;32495;32486;32495;69
SBRF;1;20260507;183800;32494;32494;32494;32494;2
SBRF;1;20260507;183900;32494;32494;32494;32494;1
SBRF;1;20260507;184000;32494;32497;32494;32495;6
SBRF;1;20260507;184100;32493;32494;32493;32493;9
SBRF;1;20260507;184200;32493;32493;32493;32493;10
SBRF;1;20260507;184300;32497;32497;32495;32496;16
SBRF;1;20260507;184400;32496;32503;32496;32503;12
SBRF;1;20260507;184600;32504;32505;32504;32505;17
SBRF;1;20260507;184700;32506;32506;32506;32506;1
SBRF;1;20260507;184900;32507;32514;32503;32514;52
SBRF;1;20260507;185000;32515;32524;32506;32506;82
SBRF;1;20260507;185100;32506;32506;32506;32506;1
SBRF;1;20260507;185200;32506;32506;32506;32506;1
SBRF;1;20260507;185700;32504;32505;32504;32505;12
SBRF;1;20260507;185800;32504;32504;32503;32503;26
SBRF;1;20260507;185900;32505;32505;32505;32505;1
SBRF;1;20260507;190000;32506;32519;32506;32519;48
SBRF;1;20260507;190400;32507;32507;32507;32507;1
SBRF;1;20260507;190500;32516;32534;32516;32524;164
SBRF;1;20260507;190600;32517;32518;32516;32518;6
SBRF;1;20260507;190700;32520;32520;32518;32518;6
SBRF;1;20260507;190800;32519;32519;32518;32518;5
SBRF;1;20260507;190900;32518;32518;32518;32518;1
SBRF;1;20260507;191000;32518;32521;32516;32518;86
SBRF;1;20260507;191100;32513;32513;32513;32513;3
SBRF;1;20260507;191200;32516;32516;32509;32509;11
SBRF;1;20260507;191300;32509;32509;32509;32509;1
SBRF;1;20260507;191400;32516;32518;32516;32518;4
SBRF;1;20260507;191600;32519;32524;32519;32524;14
SBRF;1;20260507;191700;32523;32523;32523;32523;4
SBRF;1;20260507;191800;32524;32525;32524;32525;16
SBRF;1;20260507;191900;32520;32520;32520;32520;1
SBRF;1;20260507;192000;32520;32520;32519;32519;8
SBRF;1;20260507;192300;32520;32520;32520;32520;4
SBRF;1;20260507;192400;32518;32518;32518;32518;20
SBRF;1;20260507;193000;32516;32516;32514;32514;6
SBRF;1;20260507;193100;32514;32514;32514;32514;26
SBRF;1;20260507;193600;32513;32514;32511;32511;14
SBRF;1;20260507;193700;32510;32510;32510;32510;14
SBRF;1;20260507;193800;32510;32510;32510;32510;3
SBRF;1;20260507;193900;32509;32509;32509;32509;7
SBRF;1;20260507;194200;32510;32515;32510;32515;23
SBRF;1;20260507;194300;32516;32517;32509;32509;7
SBRF;1;20260507;194400;32517;32538;32517;32536;104
SBRF;1;20260507;194500;32530;32530;32513;32520;42
SBRF;1;20260507;194600;32520;32520;32509;32509;4
SBRF;1;20260507;194700;32511;32511;32511;32511;11
SBRF;1;20260507;194900;32512;32512;32512;32512;2
SBRF;1;20260507;195000;32513;32514;32513;32514;13
SBRF;1;20260507;195100;32516;32517;32516;32517;3
SBRF;1;20260507;195500;32519;32520;32516;32516;15
SBRF;1;20260507;195600;32517;32517;32517;32517;5
SBRF;1;20260507;195700;32517;32518;32517;32518;6
SBRF;1;20260507;200300;32518;32523;32516;32516;63
SBRF;1;20260507;200500;32516;32516;32480;32498;643
SBRF;1;20260507;200700;32497;32497;32494;32494;8
SBRF;1;20260507;200800;32496;32496;32496;32496;3
SBRF;1;20260507;200900;32496;32496;32481;32490;107
SBRF;1;20260507;201000;32490;32490;32490;32490;8
SBRF;1;20260507;201100;32490;32490;32490;32490;2
SBRF;1;20260507;201200;32494;32494;32494;32494;4
SBRF;1;20260507;201300;32489;32489;32488;32488;2
SBRF;1;20260507;201600;32492;32492;32488;32488;36
SBRF;1;20260507;201700;32492;32495;32492;32493;5
SBRF;1;20260507;201800;32492;32492;32483;32488;29
SBRF;1;20260507;201900;32488;32488;32488;32488;1
SBRF;1;20260507;202000;32488;32488;32485;32487;12
SBRF;1;20260507;202100;32488;32488;32488;32488;3
SBRF;1;20260507;202300;32488;32488;32488;32488;2
SBRF;1;20260507;202400;32488;32488;32488;32488;4
SBRF;1;20260507;202500;32493;32493;32489;32489;16
SBRF;1;20260507;202600;32489;32489;32488;32488;10
SBRF;1;20260507;202700;32488;32488;32486;32486;11
SBRF;1;20260507;202800;32486;32486;32486;32486;5
SBRF;1;20260507;203000;32488;32508;32488;32508;59
SBRF;1;20260507;203300;32505;32505;32505;32505;10
SBRF;1;20260507;203400;32502;32502;32502;32502;3
SBRF;1;20260507;203500;32499;32499;32499;32499;6
SBRF;1;20260507;203600;32500;32500;32499;32499;6
SBRF;1;20260507;203700;32499;32503;32499;32503;20
SBRF;1;20260507;204400;32503;32503;32503;32503;1
SBRF;1;20260507;204800;32504;32504;32504;32504;1
SBRF;1;20260507;204900;32503;32503;32500;32500;7
SBRF;1;20260507;205000;32500;32505;32500;32505;14
SBRF;1;20260507;205100;32504;32504;32504;32504;5
SBRF;1;20260507;205400;32501;32501;32493;32493;25
SBRF;1;20260507;205500;32492;32492;32492;32492;3
SBRF;1;20260507;205600;32500;32500;32500;32500;1
SBRF;1;20260507;205700;32492;32496;32492;32496;2
SBRF;1;20260507;205900;32492;32492;32491;32491;3
SBRF;1;20260507;210000;32491;32500;32491;32492;27
SBRF;1;20260507;210500;32499;32499;32499;32499;2
SBRF;1;20260507;210700;32493;32493;32493;32493;10
SBRF;1;20260507;210800;32492;32496;32492;32496;16
SBRF;1;20260507;210900;32490;32490;32490;32490;1
SBRF;1;20260507;211300;32487;32487;32481;32481;40
SBRF;1;20260507;211400;32482;32499;32480;32493;115
SBRF;1;20260507;211600;32486;32490;32483;32483;7
SBRF;1;20260507;211700;32490;32490;32490;32490;1
SBRF;1;20260507;211800;32483;32483;32483;32483;1
SBRF;1;20260507;211900;32489;32489;32489;32489;1
SBRF;1;20260507;212200;32484;32484;32484;32484;12
SBRF;1;20260507;212300;32485;32485;32483;32483;3
SBRF;1;20260507;212400;32481;32482;32481;32481;24
SBRF;1;20260507;212700;32483;32484;32483;32484;12
SBRF;1;20260507;212800;32483;32483;32483;32483;3
SBRF;1;20260507;212900;32483;32483;32483;32483;5
SBRF;1;20260507;213000;32483;32492;32483;32490;45
SBRF;1;20260507;213200;32484;32484;32481;32481;10
SBRF;1;20260507;213500;32482;32482;32482;32482;2
SBRF;1;20260507;213600;32482;32483;32482;32483;12
SBRF;1;20260507;213700;32482;32482;32482;32482;2
SBRF;1;20260507;214000;32483;32485;32483;32485;8
SBRF;1;20260507;214500;32485;32485;32485;32485;7
SBRF;1;20260507;214600;32485;32485;32485;32485;1
SBRF;1;20260507;214700;32486;32486;32480;32480;19
SBRF;1;20260507;214800;32481;32481;32480;32480;12
SBRF;1;20260507;215100;32480;32482;32474;32474;94
SBRF;1;20260507;215200;32474;32474;32462;32470;672
SBRF;1;20260507;215600;32473;32476;32473;32476;10
SBRF;1;20260507;215700;32476;32476;32475;32475;9
SBRF;1;20260507;215800;32473;32473;32473;32473;1
SBRF;1;20260507;215900;32474;32474;32474;32474;5
SBRF;1;20260507;220000;32473;32477;32473;32473;38
SBRF;1;20260507;220100;32473;32473;32472;32472;29
SBRF;1;20260507;220200;32467;32467;32467;32467;10
SBRF;1;20260507;220300;32467;32467;32467;32467;4
SBRF;1;20260507;220400;32469;32469;32469;32469;1
SBRF;1;20260507;220500;32472;32475;32470;32470;21
SBRF;1;20260507;220600;32466;32472;32465;32472;16
SBRF;1;20260507;220700;32473;32473;32473;32473;1
SBRF;1;20260507;220800;32473;32476;32473;32476;42
SBRF;1;20260507;221000;32478;32478;32468;32468;26
SBRF;1;20260507;221100;32475;32475;32475;32475;1
SBRF;1;20260507;221200;32478;32478;32478;32478;1
SBRF;1;20260507;221500;32475;32475;32473;32473;8
SBRF;1;20260507;221700;32473;32473;32473;32473;2
SBRF;1;20260507;221800;32473;32473;32473;32473;1
SBRF;1;20260507;221900;32477;32477;32477;32477;4
SBRF;1;20260507;222000;32477;32477;32477;32477;6
SBRF;1;20260507;222200;32479;32479;32479;32479;1
SBRF;1;20260507;222300;32477;32477;32474;32474;6
SBRF;1;20260507;222400;32478;32478;32478;32478;6
SBRF;1;20260507;222500;32477;32481;32474;32481;11
SBRF;1;20260507;222600;32478;32478;32478;32478;1
SBRF;1;20260507;222700;32482;32484;32482;32484;12
SBRF;1;20260507;222800;32484;32484;32484;32484;11
SBRF;1;20260507;222900;32484;32484;32484;32484;10
SBRF;1;20260507;223000;32481;32486;32480;32486;28
SBRF;1;20260507;223100;32480;32488;32480;32480;42
SBRF;1;20260507;223200;32480;32480;32480;32480;2
SBRF;1;20260507;223300;32481;32484;32481;32484;5
SBRF;1;20260507;223500;32481;32481;32460;32478;282
SBRF;1;20260507;223600;32480;32481;32480;32481;8
SBRF;1;20260507;223700;32481;32481;32481;32481;1
SBRF;1;20260507;223900;32479;32479;32474;32474;17
SBRF;1;20260507;224000;32475;32475;32472;32472;16
SBRF;1;20260507;224100;32477;32477;32477;32477;1
SBRF;1;20260507;224300;32477;32477;32472;32472;9
SBRF;1;20260507;224400;32477;32477;32472;32473;6
SBRF;1;20260507;224500;32473;32478;32473;32478;11
SBRF;1;20260507;224600;32474;32474;32474;32474;2
SBRF;1;20260507;225000;32481;32482;32481;32482;8
SBRF;1;20260507;225400;32484;32494;32481;32481;74
SBRF;1;20260507;225700;32485;32485;32484;32484;11
SBRF;1;20260507;225800;32483;32483;32482;32483;15
SBRF;1;20260507;225900;32481;32486;32480;32486;8
SBRF;1;20260507;230000;32483;32493;32483;32493;21
SBRF;1;20260507;230200;32492;32493;32492;32493;2
SBRF;1;20260507;230300;32487;32487;32487;32487;1
SBRF;1;20260507;230600;32487;32487;32481;32484;10
SBRF;1;20260507;231000;32483;32483;32483;32483;4
SBRF;1;20260507;231100;32479;32479;32479;32479;1
SBRF;1;20260507;231200;32477;32477;32477;32477;1
SBRF;1;20260507;231300;32476;32476;32471;32471;6
SBRF;1;20260507;231400;32472;32472;32469;32469;63
SBRF;1;20260507;231500;32468;32471;32466;32466;35
SBRF;1;20260507;231600;32468;32468;32468;32468;2
SBRF;1;20260507;231700;32466;32468;32466;32468;18
SBRF;1;20260507;231800;32468;32468;32468;32468;9
SBRF;1;20260507;231900;32466;32466;32466;32466;6
SBRF;1;20260507;232000;32465;32465;32460;32460;42
SBRF;1;20260507;232100;32461;32464;32455;32455;516
SBRF;1;20260507;232200;32456;32460;32455;32457;28
SBRF;1;20260507;232300;32458;32458;32456;32456;16
SBRF;1;20260507;232400;32456;32456;32455;32455;52
SBRF;1;20260507;232500;32456;32456;32455;32456;9
SBRF;1;20260507;232600;32455;32455;32455;32455;10
SBRF;1;20260507;232700;32456;32456;32456;32456;24
SBRF;1;20260507;232800;32458;32459;32458;32458;11
SBRF;1;20260507;232900;32458;32459;32458;32458;17
SBRF;1;20260507;233000;32458;32458;32455;32456;24
SBRF;1;20260507;233100;32456;32456;32455;32456;17
SBRF;1;20260507;233200;32456;32456;32456;32456;24
SBRF;1;20260507;233300;32463;32463;32460;32460;19
SBRF;1;20260507;233400;32459;32459;32459;32459;1
SBRF;1;20260507;233500;32459;32459;32455;32456;27
SBRF;1;20260507;233600;32455;32456;32450;32456;225
SBRF;1;20260507;233700;32450;32451;32450;32451;53
SBRF;1;20260507;233800;32451;32451;32451;32451;6
SBRF;1;20260507;233900;32450;32451;32450;32451;32
SBRF;1;20260507;234000;32450;32450;32450;32450;25
SBRF;1;20260507;234100;32450;32450;32445;32445;41
SBRF;1;20260507;234200;32446;32449;32446;32449;33
SBRF;1;20260507;234300;32446;32456;32446;32456;33
SBRF;1;20260507;234400;32456;32456;32456;32456;1
SBRF;1;20260507;234500;32456;32456;32455;32455;11
SBRF;1;20260507;234600;32458;32459;32458;32459;13
SBRF;1;20260507;234700;32459;32459;32459;32459;9
SBRF;1;20260507;234800;32461;32461;32461;32461;20
SBRF;1;20260507;234900;32460;32461;32460;32461;42
SBRF;1;20260508;085900;32468;32468;32468;32468;10
SBRF;1;20260508;090000;32461;32464;32445;32452;109
SBRF;1;20260508;090100;32452;32453;32448;32452;33
SBRF;1;20260508;090200;32452;32452;32433;32433;177
SBRF;1;20260508;090300;32433;32442;32433;32442;20
SBRF;1;20260508;090400;32442;32448;32442;32448;15
SBRF;1;20260508;090500;32447;32454;32447;32454;90
SBRF;1;20260508;090600;32454;32474;32452;32462;321
SBRF;1;20260508;090700;32462;32463;32462;32463;14
SBRF;1;20260508;090800;32463;32465;32463;32464;8
SBRF;1;20260508;090900;32460;32463;32456;32463;23
SBRF;1;20260508;091000;32458;32459;32454;32454;33
SBRF;1;20260508;091100;32454;32454;32453;32453;11
SBRF;1;20260508;091200;32453;32453;32438;32439;99
SBRF;1;20260508;091300;32437;32443;32435;32443;49
SBRF;1;20260508;091400;32443;32443;32443;32443;10
SBRF;1;20260508;091500;32442;32442;32438;32440;35
SBRF;1;20260508;091600;32443;32446;32442;32445;77
SBRF;1;20260508;091700;32445;32445;32438;32441;60
SBRF;1;20260508;091800;32439;32440;32439;32440;17
SBRF;1;20260508;091900;32437;32438;32434;32434;44
SBRF;1;20260508;092000;32433;32433;32425;32425;310
SBRF;1;20260508;092100;32425;32430;32425;32430;111
SBRF;1;20260508;092200;32427;32427;32425;32425;34
SBRF;1;20260508;092300;32426;32427;32426;32427;9
SBRF;1;20260508;092400;32427;32427;32426;32427;7
SBRF;1;20260508;092500;32426;32427;32425;32426;108
SBRF;1;20260508;092600;32425;32425;32425;32425;72
SBRF;1;20260508;092700;32426;32431;32425;32431;109
SBRF;1;20260508;092800;32431;32444;32431;32440;153
SBRF;1;20260508;092900;32442;32442;32442;32442;11
SBRF;1;20260508;093000;32442;32443;32439;32439;33
SBRF;1;20260508;093100;32439;32440;32439;32439;29
SBRF;1;20260508;093200;32439;32439;32439;32439;18
SBRF;1;20260508;093300;32440;32440;32440;32440;20
SBRF;1;20260508;093400;32442;32442;32426;32429;188
SBRF;1;20260508;093500;32431;32435;32430;32435;33
SBRF;1;20260508;093600;32436;32443;32436;32443;24
SBRF;1;20260508;093700;32443;32443;32443;32443;6
SBRF;1;20260508;093800;32444;32446;32443;32446;24
SBRF;1;20260508;093900;32446;32447;32446;32447;23
SBRF;1;20260508;094000;32448;32448;32447;32447;10
SBRF;1;20260508;094100;32442;32442;32442;32442;2
SBRF;1;20260508;094200;32442;32442;32437;32437;10
SBRF;1;20260508;094400;32440;32451;32440;32451;56
SBRF;1;20260508;094500;32452;32454;32451;32454;24
SBRF;1;20260508;094600;32453;32453;32450;32451;16
SBRF;1;20260508;094700;32452;32453;32452;32453;4
SBRF;1;20260508;094800;32453;32455;32453;32455;6
SBRF;1;20260508;094900;32456;32457;32456;32457;21
SBRF;1;20260508;095000;32460;32460;32460;32460;3
SBRF;1;20260508;095100;32460;32462;32460;32461;9
SBRF;1;20260508;095200;32462;32463;32460;32460;31
SBRF;1;20260508;095300;32460;32460;32450;32450;20
SBRF;1;20260508;095400;32449;32451;32449;32451;6
SBRF;1;20260508;095500;32452;32452;32451;32451;11
SBRF;1;20260508;095800;32449;32449;32449;32449;21
SBRF;1;20260508;095900;32448;32448;32445;32445;42
SBRF;1;20260508;100000;32449;32450;32427;32427;429
SBRF;1;20260508;100100;32427;32432;32424;32426;233
SBRF;1;20260508;100200;32426;32432;32425;32425;60
SBRF;1;20260508;100300;32426;32427;32424;32424;109
SBRF;1;20260508;100400;32425;32427;32424;32424;29
SBRF;1;20260508;100500;32424;32455;32424;32455;356
SBRF;1;20260508;100600;32444;32445;32444;32444;20
SBRF;1;20260508;100700;32444;32444;32444;32444;12
SBRF;1;20260508;100800;32442;32442;32437;32437;50
SBRF;1;20260508;100900;32437;32445;32437;32445;18
SBRF;1;20260508;101100;32443;32444;32423;32430;296
SBRF;1;20260508;101200;32432;32462;32432;32461;493
SBRF;1;20260508;101300;32461;32461;32451;32455;35
SBRF;1;20260508;101400;32455;32470;32455;32470;125
SBRF;1;20260508;101500;32468;32477;32468;32477;181
SBRF;1;20260508;101600;32477;32486;32471;32471;219
SBRF;1;20260508;101700;32470;32470;32465;32465;41
SBRF;1;20260508;101800;32464;32464;32461;32464;23
SBRF;1;20260508;101900;32461;32461;32461;32461;2
SBRF;1;20260508;102000;32460;32465;32460;32464;7
SBRF;1;20260508;102100;32465;32467;32465;32466;31
SBRF;1;20260508;102200;32467;32467;32467;32467;3
SBRF;1;20260508;102300;32466;32466;32466;32466;10
SBRF;1;20260508;102400;32465;32465;32459;32459;7
SBRF;1;20260508;102500;32458;32458;32458;32458;3
SBRF;1;20260508;102600;32465;32470;32465;32470;30
SBRF;1;20260508;102700;32472;32483;32472;32481;73
SBRF;1;20260508;102800;32481;32482;32479;32479;18
SBRF;1;20260508;102900;32479;32480;32478;32478;6
SBRF;1;20260508;103000;32480;32500;32478;32499;323
SBRF;1;20260508;103100;32500;32504;32495;32495;152
SBRF;1;20260508;103200;32495;32495;32484;32485;50
SBRF;1;20260508;103300;32485;32493;32485;32489;51
SBRF;1;20260508;103400;32486;32490;32486;32486;20
SBRF;1;20260508;103500;32487;32487;32486;32487;5
SBRF;1;20260508;103600;32488;32488;32482;32487;24
SBRF;1;20260508;103700;32487;32487;32478;32480;115
SBRF;1;20260508;103800;32484;32484;32484;32484;2
SBRF;1;20260508;103900;32484;32485;32484;32485;6
SBRF;1;20260508;104000;32484;32484;32478;32478;114
SBRF;1;20260508;104100;32478;32478;32478;32478;1
SBRF;1;20260508;104200;32475;32475;32475;32475;2
SBRF;1;20260508;104300;32474;32474;32455;32464;109
SBRF;1;20260508;104400;32463;32463;32460;32460;85
SBRF;1;20260508;104500;32460;32463;32460;32463;16
SBRF;1;20260508;104600;32463;32465;32463;32465;17
SBRF;1;20260508;104700;32464;32465;32464;32465;7
SBRF;1;20260508;104800;32465;32466;32465;32466;10
SBRF;1;20260508;104900;32467;32467;32467;32467;1
SBRF;1;20260508;105000;32467;32468;32461;32467;39
SBRF;1;20260508;105100;32467;32470;32467;32470;58
SBRF;1;20260508;105200;32470;32474;32470;32474;27
SBRF;1;20260508;105300;32475;32480;32472;32472;87
SBRF;1;20260508;105400;32475;32477;32475;32477;9
SBRF;1;20260508;105500;32472;32472;32465;32465;38
SBRF;1;20260508;105600;32464;32464;32433;32436;246
SBRF;1;20260508;105700;32435;32437;32424;32437;252
SBRF;1;20260508;105800;32439;32440;32439;32440;22
SBRF;1;20260508;105900;32440;32445;32439;32445;51
SBRF;1;20260508;110000;32449;32450;32439;32443;136
SBRF;1;20260508;110100;32449;32453;32442;32445;76
SBRF;1;20260508;110200;32444;32444;32443;32443;3
SBRF;1;20260508;110300;32444;32444;32423;32425;260
SBRF;1;20260508;110400;32424;32431;32424;32430;34
SBRF;1;20260508;110500;32436;32437;32435;32437;25
SBRF;1;20260508;110600;32439;32441;32439;32441;7
SBRF;1;20260508;110700;32443;32444;32442;32444;15
SBRF;1;20260508;110800;32444;32465;32444;32465;131
SBRF;1;20260508;110900;32465;32465;32465;32465;77
SBRF;1;20260508;111000;32459;32463;32459;32459;37
SBRF;1;20260508;111100;32459;32459;32452;32452;6
