<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBRF;1;20260627;162400;27562;27562;27549;27549;63
SBRF;1;20260627;162500;27550;27550;27545;27549;28
SBRF;1;20260627;162600;27545;27545;27541;27541;2
SBRF;1;20260627;162700;27541;27541;27524;27524;50
SBRF;1;20260627;162800;27524;27524;27512;27512;17
SBRF;1;20260627;162900;27512;27513;27512;27513;40
SBRF;1;20260627;163000;27513;27530;27512;27530;232
SBRF;1;20260627;163200;27512;27512;27512;27512;6
SBRF;1;20260627;163300;27513;27513;27512;27512;30
SBRF;1;20260627;163400;27516;27516;27516;27516;1
SBRF;1;20260627;163500;27516;27516;27512;27512;7
SBRF;1;20260627;163600;27512;27512;27512;27512;2
SBRF;1;20260627;163700;27513;27514;27513;27514;4
SBRF;1;20260627;164000;27516;27517;27516;27517;4
SBRF;1;20260627;164300;27517;27517;27517;27517;2
SBRF;1;20260627;164500;27517;27524;27517;27524;8
SBRF;1;20260627;164600;27524;27525;27516;27516;71
SBRF;1;20260627;164700;27516;27516;27515;27515;21
SBRF;1;20260627;164800;27514;27514;27513;27513;10
SBRF;1;20260627;165000;27513;27513;27512;27512;8
SBRF;1;20260627;165500;27520;27530;27520;27530;8
SBRF;1;20260627;165600;27519;27519;27519;27519;1
SBRF;1;20260627;165700;27519;27519;27511;27511;30
SBRF;1;20260627;165800;27511;27518;27511;27514;144
SBRF;1;20260627;170000;27513;27514;27513;27514;3
SBRF;1;20260627;170100;27514;27514;27514;27514;12
SBRF;1;20260627;170300;27515;27515;27507;27510;28
SBRF;1;20260627;170600;27515;27515;27515;27515;3
SBRF;1;20260627;170700;27516;27521;27516;27521;34
SBRF;1;20260627;170800;27524;27525;27524;27525;7
SBRF;1;20260627;170900;27526;27526;27526;27526;9
SBRF;1;20260627;171500;27520;27520;27519;27520;8
SBRF;1;20260627;172000;27518;27518;27518;27518;1
SBRF;1;20260627;172200;27518;27518;27513;27513;20
SBRF;1;20260627;172300;27516;27516;27512;27512;49
SBRF;1;20260627;172600;27513;27513;27513;27513;15
SBRF;1;20260627;173500;27513;27513;27511;27511;3
SBRF;1;20260627;173700;27509;27509;27508;27508;3
SBRF;1;20260627;174100;27509;27509;27509;27509;1
SBRF;1;20260627;174200;27508;27508;27507;27507;23
SBRF;1;20260627;174300;27506;27506;27506;27506;1
SBRF;1;20260627;174700;27508;27508;27508;27508;5
SBRF;1;20260627;175100;27507;27508;27502;27502;13
SBRF;1;20260627;175700;27502;27502;27502;27502;10
SBRF;1;20260627;180500;27502;27502;27491;27491;106
SBRF;1;20260627;181100;27494;27494;27491;27491;30
SBRF;1;20260627;181300;27492;27492;27492;27492;1
SBRF;1;20260627;181400;27492;27492;27492;27492;1
SBRF;1;20260627;181500;27491;27492;27488;27492;16
SBRF;1;20260627;181600;27492;27492;27492;27492;46
SBRF;1;20260627;182000;27492;27492;27488;27490;7
SBRF;1;20260627;182300;27490;27490;27490;27490;3
SBRF;1;20260627;182800;27489;27489;27489;27489;5
SBRF;1;20260627;182900;27489;27489;27489;27489;4
SBRF;1;20260627;183100;27490;27492;27490;27490;13
SBRF;1;20260627;183700;27490;27490;27490;27490;1
SBRF;1;20260627;183800;27488;27488;27486;27486;7
SBRF;1;20260627;183900;27484;27490;27480;27481;30
SBRF;1;20260627;184200;27480;27484;27480;27484;8
SBRF;1;20260627;184700;27483;27483;27480;27480;8
SBRF;1;20260627;184800;27480;27480;27480;27480;30
SBRF;1;20260627;185100;27480;27480;27465;27465;44
SBRF;1;20260627;185200;27472;27475;27471;27475;11
SBRF;1;20260627;185400;27464;27464;27462;27462;3
SBRF;1;20260627;185500;27462;27462;27460;27460;19
SBRF;1;20260627;185600;27461;27461;27460;27460;22
SBRF;1;20260627;185800;27461;27461;27457;27457;19
SBRF;1;20260627;185900;27486;27520;27486;27520;34
SBRF;1;20260628;095900;27520;27520;27520;27520;5
SBRF;1;20260628;100000;27498;27527;27497;27497;12
SBRF;1;20260628;100100;27498;27526;27498;27521;30
SBRF;1;20260628;100200;27523;27523;27499;27499;17
SBRF;1;20260628;100300;27511;27511;27511;27511;1
SBRF;1;20260628;100400;27511;27524;27511;27518;8
SBRF;1;20260628;100500;27519;27519;27518;27519;20
SBRF;1;20260628;100600;27519;27527;27519;27527;11
SBRF;1;20260628;100700;27532;27535;27530;27535;6
SBRF;1;20260628;100800;27535;27535;27535;27535;26
SBRF;1;20260628;100900;27534;27534;27534;27534;4
SBRF;1;20260628;101000;27534;27534;27531;27531;14
SBRF;1;20260628;101100;27535;27535;27535;27535;13
SBRF;1;20260628;101200;27538;27544;27538;27544;15
SBRF;1;20260628;101300;27543;27543;27543;27543;9
SBRF;1;20260628;101400;27542;27544;27542;27544;5
SBRF;1;20260628;101500;27543;27545;27538;27545;31
SBRF;1;20260628;101600;27538;27538;27537;27537;5
SBRF;1;20260628;101700;27537;27537;27537;27537;2
SBRF;1;20260628;101800;27538;27538;27523;27524;27
SBRF;1;20260628;102200;27523;27523;27523;27523;2
SBRF;1;20260628;102400;27518;27518;27518;27518;9
SBRF;1;20260628;102600;27518;27518;27518;27518;1
SBRF;1;20260628;102700;27511;27511;27511;27511;2
SBRF;1;20260628;102800;27511;27511;27500;27502;202
SBRF;1;20260628;103400;27502;27504;27502;27504;5
SBRF;1;20260628;103600;27502;27504;27502;27502;16
SBRF;1;20260628;103700;27500;27500;27500;27500;3
SBRF;1;20260628;104000;27502;27502;27502;27502;1
SBRF;1;20260628;104400;27500;27505;27495;27505;40
SBRF;1;20260628;104600;27496;27496;27494;27494;5
SBRF;1;20260628;104700;27493;27493;27493;27493;5
SBRF;1;20260628;104800;27493;27493;27493;27493;2
SBRF;1;20260628;104900;27490;27490;27482;27487;22
SBRF;1;20260628;105000;27482;27489;27482;27489;41
SBRF;1;20260628;105100;27483;27495;27483;27494;23
SBRF;1;20260628;105200;27495;27499;27495;27499;28
SBRF;1;20260628;105300;27500;27505;27499;27505;30
SBRF;1;20260628;105500;27508;27508;27508;27508;4
SBRF;1;20260628;105600;27514;27516;27507;27507;11
SBRF;1;20260628;105800;27510;27510;27510;27510;1
SBRF;1;20260628;110000;27510;27516;27510;27516;4
SBRF;1;20260628;110100;27516;27516;27516;27516;3
SBRF;1;20260628;110300;27516;27518;27516;27518;14
SBRF;1;20260628;110400;27520;27521;27520;27521;15
SBRF;1;20260628;110600;27523;27523;27522;27522;9
SBRF;1;20260628;110800;27524;27524;27524;27524;3
SBRF;1;20260628;110900;27524;27524;27524;27524;3
SBRF;1;20260628;111900;27523;27523;27523;27523;6
SBRF;1;20260628;112100;27524;27525;27522;27522;14
SBRF;1;20260628;112300;27525;27525;27525;27525;2
SBRF;1;20260628;112400;27527;27527;27527;27527;1
SBRF;1;20260628;113100;27528;27532;27528;27532;20
SBRF;1;20260628;113300;27528;27528;27528;27528;1
SBRF;1;20260628;113700;27532;27532;27532;27532;2
SBRF;1;20260628;114100;27532;27532;27532;27532;3
SBRF;1;20260628;114300;27532;27532;27532;27532;1
SBRF;1;20260628;114600;27528;27528;27528;27528;1
SBRF;1;20260628;115100;27527;27527;27526;27526;7
SBRF;1;20260628;115200;27532;27532;27532;27532;6
SBRF;1;20260628;115300;27533;27533;27532;27533;8
SBRF;1;20260628;115500;27535;27535;27532;27532;3
SBRF;1;20260628;115600;27536;27536;27536;27536;3
SBRF;1;20260628;115700;27536;27536;27536;27536;1
SBRF;1;20260628;115900;27536;27537;27536;27537;6
SBRF;1;20260628;120200;27537;27537;27537;27537;3
SBRF;1;20260628;120400;27537;27537;27537;27537;1
SBRF;1;20260628;120500;27537;27537;27537;27537;2
SBRF;1;20260628;120800;27537;27537;27537;27537;5
SBRF;1;20260628;121100;27535;27535;27530;27530;31
SBRF;1;20260628;121500;27534;27534;27534;27534;6
SBRF;1;20260628;121900;27534;27534;27534;27534;5
SBRF;1;20260628;122000;27535;27535;27534;27534;18
SBRF;1;20260628;122200;27534;27534;27534;27534;4
SBRF;1;20260628;122300;27535;27535;27535;27535;1
SBRF;1;20260628;122400;27532;27532;27529;27529;27
SBRF;1;20260628;122600;27534;27534;27530;27530;3
SBRF;1;20260628;122800;27529;27529;27512;27512;111
SBRF;1;20260628;123100;27511;27511;27511;27511;2
SBRF;1;20260628;123200;27511;27511;27509;27509;2
SBRF;1;20260628;123300;27512;27512;27512;27512;10
SBRF;1;20260628;123400;27512;27512;27512;27512;25
SBRF;1;20260628;123500;27520;27520;27504;27515;31
SBRF;1;20260628;123800;27513;27513;27500;27512;59
SBRF;1;20260628;123900;27515;27520;27515;27520;10
SBRF;1;20260628;124000;27514;27519;27500;27513;76
SBRF;1;20260628;124300;27512;27516;27512;27516;8
SBRF;1;20260628;124600;27520;27526;27520;27525;19
SBRF;1;20260628;124700;27529;27535;27529;27535;117
SBRF;1;20260628;124800;27534;27536;27534;27536;10
SBRF;1;20260628;124900;27537;27537;27528;27528;64
SBRF;1;20260628;125000;27529;27545;27529;27545;115
SBRF;1;20260628;125200;27544;27549;27544;27548;51
SBRF;1;20260628;125700;27538;27547;27538;27545;51
SBRF;1;20260628;125900;27538;27538;27510;27522;103
SBRF;1;20260628;130000;27519;27522;27514;27522;26
SBRF;1;20260628;130100;27517;27517;27512;27513;19
SBRF;1;20260628;130200;27520;27522;27520;27522;45
SBRF;1;20260628;130600;27521;27521;27521;27521;4
SBRF;1;20260628;130700;27521;27521;27521;27521;2
SBRF;1;20260628;131500;27523;27523;27523;27523;15
SBRF;1;20260628;131600;27522;27522;27522;27522;5
SBRF;1;20260628;131800;27522;27522;27522;27522;5
SBRF;1;20260628;132200;27514;27516;27510;27516;22
SBRF;1;20260628;132300;27510;27510;27510;27510;26
SBRF;1;20260628;132400;27515;27515;27515;27515;10
SBRF;1;20260628;132500;27514;27514;27510;27510;11
SBRF;1;20260628;132900;27515;27522;27515;27522;40
SBRF;1;20260628;133100;27513;27513;27513;27513;1
SBRF;1;20260628;133400;27518;27518;27518;27518;10
SBRF;1;20260628;133600;27515;27515;27500;27506;44
SBRF;1;20260628;133800;27506;27506;27506;27506;6
SBRF;1;20260628;135300;27511;27511;27511;27511;1
SBRF;1;20260628;135600;27516;27517;27516;27516;6
SBRF;1;20260628;135700;27520;27521;27520;27521;6
SBRF;1;20260628;135800;27521;27521;27521;27521;5
SBRF;1;20260628;135900;27521;27524;27521;27524;5
SBRF;1;20260628;140600;27523;27523;27521;27521;3
SBRF;1;20260628;142000;27525;27525;27525;27525;1
SBRF;1;20260628;142200;27524;27524;27524;27524;10
SBRF;1;20260628;142400;27524;27524;27524;27524;30
SBRF;1;20260628;142500;27524;27524;27522;27522;76
SBRF;1;20260628;142600;27522;27522;27522;27522;13
SBRF;1;20260628;142900;27523;27523;27523;27523;10
SBRF;1;20260628;143200;27524;27525;27523;27525;19
SBRF;1;20260628;143300;27525;27525;27525;27525;4
SBRF;1;20260628;143500;27516;27516;27515;27515;6
SBRF;1;20260628;143800;27513;27515;27513;27515;39
SBRF;1;20260628;143900;27515;27515;27512;27512;32
SBRF;1;20260628;144000;27511;27511;27510;27510;4
SBRF;1;20260628;144200;27510;27512;27510;27512;21
SBRF;1;20260628;144700;27511;27512;27511;27512;12
SBRF;1;20260628;144800;27508;27508;27506;27506;6
SBRF;1;20260628;144900;27506;27506;27506;27506;13
SBRF;1;20260628;145300;27503;27503;27502;27502;35
SBRF;1;20260628;145400;27502;27502;27490;27490;29
SBRF;1;20260628;145600;27494;27494;27491;27491;10
SBRF;1;20260628;145700;27490;27495;27488;27488;16
SBRF;1;20260628;145800;27486;27489;27480;27489;22
SBRF;1;20260628;150100;27484;27484;27484;27484;1
SBRF;1;20260628;150200;27484;27484;27484;27484;1
SBRF;1;20260628;150300;27484;27499;27484;27499;44
SBRF;1;20260628;150400;27500;27505;27500;27504;25
SBRF;1;20260628;150600;27505;27505;27505;27505;20
SBRF;1;20260628;150700;27505;27505;27505;27505;1
SBRF;1;20260628;151000;27504;27505;27501;27505;22
SBRF;1;20260628;151100;27504;27504;27496;27496;18
SBRF;1;20260628;151200;27494;27494;27484;27486;30
SBRF;1;20260628;151300;27488;27488;27488;27488;21
SBRF;1;20260628;151600;27495;27496;27495;27496;4
SBRF;1;20260628;151900;27489;27489;27489;27489;2
SBRF;1;20260628;152000;27488;27488;27488;27488;5
SBRF;1;20260628;152600;27495;27496;27495;27496;15
SBRF;1;20260628;152800;27502;27502;27502;27502;14
SBRF;1;20260628;153600;27502;27502;27492;27492;4
SBRF;1;20260628;154400;27502;27502;27494;27494;3
SBRF;1;20260628;160000;27493;27493;27480;27480;107
SBRF;1;20260628;160200;27493;27498;27493;27498;8
SBRF;1;20260628;160300;27498;27501;27498;27499;12
SBRF;1;20260628;160400;27499;27501;27499;27501;5
SBRF;1;20260628;161200;27493;27493;27493;27493;2
SBRF;1;20260628;161300;27499;27499;27492;27492;3
SBRF;1;20260628;161400;27492;27492;27492;27492;3
SBRF;1;20260628;161800;27492;27492;27485;27485;21
SBRF;1;20260628;161900;27487;27488;27487;27488;3
SBRF;1;20260628;162100;27489;27518;27489;27494;142
SBRF;1;20260628;162300;27494;27494;27494;27494;3
SBRF;1;20260628;162500;27494;27494;27494;27494;2
SBRF;1;20260628;163000;27484;27484;27478;27478;9
SBRF;1;20260628;163100;27478;27478;27478;27478;24
SBRF;1;20260628;163200;27478;27478;27478;27478;3
SBRF;1;20260628;163300;27475;27476;27475;27476;5
SBRF;1;20260628;163400;27475;27475;27454;27455;89
SBRF;1;20260628;163500;27450;27450;27440;27440;49
SBRF;1;20260628;163600;27438;27439;27438;27439;2
SBRF;1;20260628;163700;27439;27439;27439;27439;18
SBRF;1;20260628;163800;27439;27439;27429;27429;13
SBRF;1;20260628;163900;27429;27429;27420;27420;23
SBRF;1;20260628;164000;27421;27421;27386;27395;102
SBRF;1;20260628;164100;27394;27394;27376;27380;55
SBRF;1;20260628;164200;27378;27378;27377;27377;42
SBRF;1;20260628;164300;27375;27375;27373;27374;25
SBRF;1;20260628;164400;27374;27374;27374;27374;15
SBRF;1;20260628;164500;27374;27376;27371;27376;65
SBRF;1;20260628;164600;27373;27386;27373;27386;28
SBRF;1;20260628;164700;27385;27417;27385;27417;54
SBRF;1;20260628;164800;27416;27431;27416;27431;17
SBRF;1;20260628;164900;27425;27432;27424;27432;7
SBRF;1;20260628;165000;27434;27438;27430;27430;17
SBRF;1;20260628;165100;27424;27426;27424;27426;15
SBRF;1;20260628;165200;27426;27434;27425;27434;30
SBRF;1;20260628;165500;27415;27415;27396;27397;67
SBRF;1;20260628;165600;27394;27394;27394;27394;2
SBRF;1;20260628;165800;27388;27388;27388;27388;1
SBRF;1;20260628;165900;27390;27390;27390;27390;1
SBRF;1;20260628;170000;27388;27388;27386;27386;10
SBRF;1;20260628;170100;27389;27389;27386;27386;50
SBRF;1;20260628;170200;27384;27385;27383;27385;5
SBRF;1;20260628;170300;27385;27385;27381;27381;8
SBRF;1;20260628;170800;27393;27393;27393;27393;1
SBRF;1;20260628;170900;27394;27425;27394;27422;70
SBRF;1;20260628;171000;27423;27429;27422;27429;23
SBRF;1;20260628;171200;27425;27425;27425;27425;3
SBRF;1;20260628;171300;27422;27422;27422;27422;1
SBRF;1;20260628;171400;27425;27425;27425;27425;1
SBRF;1;20260628;171700;27427;27445;27427;27445;50
SBRF;1;20260628;171800;27449;27470;27449;27463;77
SBRF;1;20260628;171900;27461;27461;27456;27456;21
SBRF;1;20260628;172000;27454;27454;27451;27451;7
SBRF;1;20260628;172400;27452;27452;27452;27452;1
SBRF;1;20260628;172500;27455;27455;27455;27455;2
SBRF;1;20260628;172800;27455;27456;27455;27456;3
SBRF;1;20260628;172900;27452;27452;27452;27452;1
SBRF;1;20260628;173100;27452;27452;27451;27451;13
SBRF;1;20260628;173500;27441;27441;27441;27441;1
SBRF;1;20260628;173900;27441;27446;27441;27446;4
SBRF;1;20260628;174000;27446;27446;27446;27446;1
SBRF;1;20260628;174100;27443;27443;27432;27432;50
SBRF;1;20260628;174200;27436;27436;27436;27436;6
SBRF;1;20260628;174500;27455;27457;27455;27457;52
SBRF;1;20260628;174800;27467;27467;27467;27467;3
SBRF;1;20260628;175300;27469;27469;27469;27469;3
SBRF;1;20260628;175600;27470;27473;27470;27473;3
SBRF;1;20260628;175900;27473;27482;27473;27480;35
SBRF;1;20260628;180000;27480;27480;27466;27467;53
SBRF;1;20260628;180100;27463;27463;27461;27461;2
SBRF;1;20260628;180200;27462;27472;27462;27466;44
SBRF;1;20260628;180300;27477;27481;27477;27481;10
SBRF;1;20260628;180400;27476;27476;27476;27476;16
SBRF;1;20260628;180600;27481;27481;27481;27481;2
SBRF;1;20260628;180800;27486;27492;27486;27492;18
SBRF;1;20260628;181100;27486;27487;27486;27486;4
SBRF;1;20260628;181200;27486;27486;27486;27486;2
SBRF;1;20260628;181300;27486;27517;27486;27503;156
SBRF;1;20260628;181400;27497;27497;27489;27489;15
SBRF;1;20260628;182300;27491;27491;27491;27491;1
SBRF;1;20260628;182500;27497;27497;27497;27497;1
SBRF;1;20260628;182700;27490;27490;27481;27481;2
SBRF;1;20260628;182800;27481;27481;27481;27481;2
SBRF;1;20260628;182900;27479;27479;27479;27479;1
SBRF;1;20260628;183000;27479;27480;27479;27480;10
SBRF;1;20260628;183300;27480;27480;27480;27480;17
SBRF;1;20260628;183700;27490;27519;27490;27504;43
SBRF;1;20260628;183800;27497;27497;27497;27497;1
SBRF;1;20260628;183900;27496;27496;27493;27495;8
SBRF;1;20260628;184100;27498;27498;27498;27498;1
SBRF;1;20260628;184400;27498;27498;27498;27498;1
SBRF;1;20260628;184600;27503;27503;27500;27500;10
SBRF;1;20260628;184700;27500;27500;27498;27498;10
SBRF;1;20260628;185300;27493;27493;27463;27463;102
SBRF;1;20260628;185400;27465;27473;27465;27473;15
SBRF;1;20260628;185500;27465;27465;27457;27457;35
SBRF;1;20260628;185900;27488;27488;27488;27488;1
SBRF;1;20260629;085900;27480;27480;27480;27480;3
SBRF;1;20260629;090000;27512;27524;27464;27524;308
SBRF;1;20260629;090100;27524;27533;27510;27512;375
SBRF;1;20260629;090200;27512;27512;27483;27483;448
SBRF;1;20260629;090300;27483;27483;27407;27407;624
SBRF;1;20260629;090400;27407;27430;27403;27429;268
SBRF;1;20260629;090500;27425;27464;27416;27464;234
SBRF;1;20260629;090600;27464;27474;27448;27464;162
SBRF;1;20260629;090700;27467;27471;27448;27467;206
SBRF;1;20260629;090800;27458;27458;27431;27431;233
SBRF;1;20260629;090900;27430;27438;27403;27428;236
SBRF;1;20260629;091000;27405;27416;27378;27390;475
SBRF;1;20260629;091100;27390;27390;27343;27347;515
SBRF;1;20260629;091200;27343;27376;27332;27360;234
SBRF;1;20260629;091300;27356;27387;27349;27382;205
SBRF;1;20260629;091400;27373;27387;27366;27366;83
SBRF;1;20260629;091500;27365;27365;27351;27352;118
SBRF;1;20260629;091600;27350;27350;27292;27331;861
SBRF;1;20260629;091700;27337;27337;27313;27318;328
SBRF;1;20260629;091800;27319;27319;27301;27306;241
SBRF;1;20260629;091900;27314;27317;27301;27301;252
SBRF;1;20260629;092000;27301;27308;27266;27308;362
SBRF;1;20260629;092100;27314;27317;27272;27272;344
SBRF;1;20260629;092200;27273;27285;27253;27261;251
SBRF;1;20260629;092300;27260;27279;27244;27279;168
SBRF;1;20260629;092400;27279;27279;27263;27265;121
SBRF;1;20260629;092500;27263;27263;27252;27263;373
SBRF;1;20260629;092600;27263;27277;27252;27272;83
SBRF;1;20260629;092700;27274;27277;27257;27277;81
SBRF;1;20260629;092800;27277;27318;27275;27318;198
SBRF;1;20260629;092900;27321;27322;27313;27313;88
SBRF;1;20260629;093000;27307;27307;27256;27271;158
SBRF;1;20260629;093100;27272;27272;27245;27249;274
SBRF;1;20260629;093200;27249;27249;27223;27231;215
SBRF;1;20260629;093300;27239;27261;27239;27258;39
SBRF;1;20260629;093400;27259;27290;27258;27290;81
SBRF;1;20260629;093500;27290;27309;27288;27302;76
SBRF;1;20260629;093600;27303;27305;27296;27304;59
SBRF;1;20260629;093700;27305;27315;27305;27315;47
SBRF;1;20260629;093800;27309;27318;27308;27313;69
SBRF;1;20260629;093900;27309;27316;27309;27313;35
SBRF;1;20260629;094000;27316;27318;27290;27305;97
SBRF;1;20260629;094100;27295;27295;27292;27292;12
SBRF;1;20260629;094200;27294;27308;27294;27298;80
SBRF;1;20260629;094300;27304;27304;27283;27294;328
SBRF;1;20260629;094400;27293;27294;27291;27291;5
SBRF;1;20260629;094500;27291;27312;27291;27312;56
SBRF;1;20260629;094600;27319;27319;27318;27319;42
SBRF;1;20260629;094700;27319;27327;27319;27320;163
SBRF;1;20260629;094800;27324;27329;27321;27329;34
SBRF;1;20260629;094900;27330;27340;27329;27339;238
SBRF;1;20260629;095000;27338;27338;27332;27332;13
SBRF;1;20260629;095100;27327;27327;27295;27306;261
SBRF;1;20260629;095200;27289;27331;27289;27321;83
SBRF;1;20260629;095300;27320;27320;27277;27278;88
SBRF;1;20260629;095400;27279;27284;27260;27260;113
SBRF;1;20260629;095500;27260;27301;27258;27301;183
SBRF;1;20260629;095600;27308;27318;27308;27318;17
SBRF;1;20260629;095700;27317;27317;27285;27285;141
SBRF;1;20260629;095800;27284;27284;27252;27253;195
SBRF;1;20260629;095900;27253;27280;27249;27280;281
SBRF;1;20260629;100000;27277;27277;27244;27244;188
SBRF;1;20260629;100100;27244;27281;27240;27281;403
SBRF;1;20260629;100200;27283;27284;27233;27233;271
SBRF;1;20260629;100300;27231;27272;27205;27212;3708
SBRF;1;20260629;100400;27212;27253;27209;27245;1888
SBRF;1;20260629;100500;27241;27279;27232;27279;1190
SBRF;1;20260629;100600;27280;27280;27225;27225;808
SBRF;1;20260629;100700;27226;27254;27226;27234;673
SBRF;1;20260629;100800;27229;27230;27222;27227;250
SBRF;1;20260629;100900;27230;27230;27219;27230;129
SBRF;1;20260629;101000;27230;27233;27221;27221;333
SBRF;1;20260629;101100;27221;27221;27208;27208;422
SBRF;1;20260629;101200;27209;27252;27204;27251;697
SBRF;1;20260629;101300;27254;27266;27244;27262;430
SBRF;1;20260629;101400;27263;27267;27255;27267;128
SBRF;1;20260629;101500;27266;27276;27254;27275;735
SBRF;1;20260629;101600;27269;27272;27262;27272;80
SBRF;1;20260629;101700;27272;27272;27252;27253;81
SBRF;1;20260629;101800;27252;27257;27203;27240;414
SBRF;1;20260629;101900;27243;27252;27219;27220;157
SBRF;1;20260629;102000;27220;27240;27210;27240;97
SBRF;1;20260629;102100;27242;27250;27236;27247;64
SBRF;1;20260629;102200;27249;27275;27249;27274;307
SBRF;1;20260629;102300;27274;27274;27242;27242;80
SBRF;1;20260629;102400;27242;27242;27212;27212;585
SBRF;1;20260629;102500;27212;27215;27205;27213;164
SBRF;1;20260629;102600;27213;27219;27208;27219;55
SBRF;1;20260629;102700;27212;27213;27203;27205;113
SBRF;1;20260629;102800;27205;27211;27204;27211;59
SBRF;1;20260629;102900;27210;27213;27207;27211;26
SBRF;1;20260629;103000;27213;27218;27206;27215;11
SBRF;1;20260629;103100;27214;27216;27203;27212;72
SBRF;1;20260629;103200;27212;27212;27205;27208;12
SBRF;1;20260629;103300;27211;27229;27210;27229;54
SBRF;1;20260629;103400;27230;27232;27217;27218;47
SBRF;1;20260629;103500;27218;27242;27218;27242;200
SBRF;1;20260629;103600;27254;27275;27200;27202;614
SBRF;1;20260629;103700;27201;27201;27128;27166;691
SBRF;1;20260629;103800;27165;27165;27145;27154;124
SBRF;1;20260629;103900;27157;27157;27104;27104;429
SBRF;1;20260629;104000;27105;27136;27104;27134;246
SBRF;1;20260629;104100;27133;27145;27119;27126;53
SBRF;1;20260629;104200;27120;27126;27120;27126;10
SBRF;1;20260629;104300;27119;27119;27071;27094;983
SBRF;1;20260629;104400;27078;27112;27075;27092;96
SBRF;1;20260629;104500;27100;27100;27086;27095;53
SBRF;1;20260629;104600;27088;27099;27088;27097;25
SBRF;1;20260629;104700;27106;27106;27103;27104;33
SBRF;1;20260629;104800;27110;27115;27097;27097;46
SBRF;1;20260629;104900;27093;27099;27083;27099;36
SBRF;1;20260629;105000;27100;27110;27090;27110;67
SBRF;1;20260629;105100;27112;27137;27107;27137;80
SBRF;1;20260629;105200;27137;27148;27135;27148;81
SBRF;1;20260629;105300;27148;27148;27116;27126;293
SBRF;1;20260629;105400;27122;27129;27122;27129;7
SBRF;1;20260629;105500;27136;27163;27136;27161;192
SBRF;1;20260629;105600;27163;27165;27160;27164;178
SBRF;1;20260629;105700;27163;27166;27163;27166;117
SBRF;1;20260629;105800;27169;27200;27169;27199;136
SBRF;1;20260629;105900;27200;27249;27189;27249;908
SBRF;1;20260629;110000;27249;27416;27241;27314;3583
SBRF;1;20260629;110100;27318;27627;27317;27452;5768
SBRF;1;20260629;110200;27457;27474;27413;27462;3626
SBRF;1;20260629;110300;27465;27526;27419;27526;2926
SBRF;1;20260629;110400;27512;27526;27479;27520;3380
SBRF;1;20260629;110500;27517;27520;27442;27456;4308
SBRF;1;20260629;110600;27450;27485;27426;27452;4835
SBRF;1;20260629;110700;27456;27468;27426;27441;3731
SBRF;1;20260629;110800;27446;27470;27436;27470;2018
SBRF;1;20260629;110900;27470;27483;27439;27446;1354
SBRF;1;20260629;111000;27447;27475;27443;27457;1568
SBRF;1;20260629;111100;27452;27478;27448;27476;1076
SBRF;1;20260629;111200;27475;27489;27450;27459;937
SBRF;1;20260629;111300;27453;27482;27446;27462;1404
SBRF;1;20260629;111400;27480;27537;27458;27524;1467
SBRF;1;20260629;111500;27519;27656;27508;27636;1746
SBRF;1;20260629;111600;27628;27800;27628;27741;3447
SBRF;1;20260629;111700;27741;27747;27666;27670;1314
SBRF;1;20260629;111800;27669;27691;27630;27680;1110
SBRF;1;20260629;111900;27680;27687;27548;27643;1087
SBRF;1;20260629;112000;27643;27670;27638;27659;877
SBRF;1;20260629;112100;27663;27667;27630;27643;849
SBRF;1;20260629;112200;27648;27665;27603;27604;532
SBRF;1;20260629;112300;27607;27628;27592;27617;935
SBRF;1;20260629;112400;27619;27668;27598;27668;679
SBRF;1;20260629;112500;27665;27694;27662;27693;1515
SBRF;1;20260629;112600;27689;27719;27684;27717;675
SBRF;1;20260629;112700;27708;27719;27689;27695;634
SBRF;1;20260629;112800;27690;27696;27668;27669;742
SBRF;1;20260629;112900;27669;27680;27668;27668;440
SBRF;1;20260629;113000;27669;27724;27669;27704;1536
SBRF;1;20260629;113100;27703;27795;27694;27795;1225
SBRF;1;20260629;113200;27794;27821;27693;27693;1086
SBRF;1;20260629;113300;27690;27730;27688;27729;260
SBRF;1;20260629;113400;27729;27779;27691;27764;1900
SBRF;1;20260629;113500;27765;27783;27763;27769;1065
SBRF;1;20260629;113600;27771;27794;27770;27779;1296
SBRF;1;20260629;113700;27784;27837;27784;27827;1002
SBRF;1;20260629;113800;27828;27895;27828;27885;2625
SBRF;1;20260629;113900;27885;27900;27863;27864;2842
SBRF;1;20260629;114000;27865;27889;27864;27879;1622
SBRF;1;20260629;114100;27879;27903;27869;27887;4098
SBRF;1;20260629;114200;27884;27910;27877;27902;690
SBRF;1;20260629;114300;27898;27937;27888;27936;1933
SBRF;1;20260629;114400;27935;27950;27927;27944;886
SBRF;1;20260629;114500;27938;27958;27938;27952;1213
SBRF;1;20260629;114600;27952;27958;27942;27947;919
SBRF;1;20260629;114700;27946;27955;27900;27914;891
SBRF;1;20260629;114800;27913;27916;27871;27873;2018
SBRF;1;20260629;114900;27873;27887;27848;27851;1666
SBRF;1;20260629;115000;27850;27871;27845;27871;792
SBRF;1;20260629;115100;27872;27881;27840;27881;736
SBRF;1;20260629;115200;27876;27876;27854;27860;519
SBRF;1;20260629;115300;27853;27901;27850;27878;662
